Year,Provinces,Emissions,Sectors
2022,Quebec,183.0,Balancing item: Non-energy Products from Fuels and Solvent Use
2023,Quebec,219.0,Balancing item: Non-energy Products from Fuels and Solvent Use
2013,Quebec,519.0,Balancing item: Other differences
2014,Quebec,577.0,Balancing item: Other differences
2015,Quebec,670.0,Balancing item: Other differences
2016,Quebec,603.0,Balancing item: Other differences
2017,Quebec,645.0,Balancing item: Other differences
2018,Quebec,1164.0,Balancing item: Other differences
2019,Quebec,966.0,Balancing item: Other differences
2020,Quebec,1036.0,Balancing item: Other differences
2021,Quebec,230.0,Balancing item: Other differences
2022,Quebec,547.0,Balancing item: Other differences
2023,Quebec,473.0,Balancing item: Other differences
2013,Ontario,12453.0,Crop and animal production
2014,Ontario,11681.0,Crop and animal production (except cannabis)
2015,Ontario,11803.0,Crop and animal production (except cannabis)
2016,Ontario,12146.0,Crop and animal production (except cannabis)
2017,Ontario,12130.0,Crop and animal production (except cannabis)
2018,Ontario,12204.0,Crop and animal production (except cannabis)
2019,Ontario,11513.0,Crop and animal production (except cannabis)
2020,Ontario,12128.0,Crop and animal production (except cannabis)
2021,Ontario,12058.0,Crop and animal production (except cannabis)
2022,Ontario,12056.0,Crop and animal production (except cannabis)
2023,Ontario,12494.0,Crop and animal production (except cannabis)
2014,Ontario,2.0,Cannabis production (licensed)
2015,Ontario,2.0,Cannabis production (licensed)
2016,Ontario,4.0,Cannabis production (licensed)
2017,Ontario,5.0,Cannabis production (licensed)
2018,Ontario,1.0,Cannabis production (licensed)
2019,Ontario,785.0,Cannabis production (licensed)
2020,Ontario,653.0,Cannabis production (licensed)
2021,Ontario,779.0,Cannabis production (licensed)
2022,Ontario,923.0,Cannabis production (licensed)
2023,Ontario,946.0,Cannabis production (licensed)
2014,Ontario,41.0,Cannabis production (unlicensed)
2015,Ontario,48.0,Cannabis production (unlicensed)
2016,Ontario,45.0,Cannabis production (unlicensed)
2017,Ontario,39.0,Cannabis production (unlicensed)
2018,Ontario,45.0,Cannabis production (unlicensed)
2019,Ontario,34.0,Cannabis production (unlicensed)
2020,Ontario,18.0,Cannabis production (unlicensed)
2021,Ontario,25.0,Cannabis production (unlicensed)
2022,Ontario,12.0,Cannabis production (unlicensed)
2023,Ontario,11.0,Cannabis production (unlicensed)
2013,Ontario,908.0,Forestry and logging
2014,Ontario,871.0,Forestry and logging
2015,Ontario,1255.0,Forestry and logging
2016,Ontario,1221.0,Forestry and logging
2017,Ontario,1212.0,Forestry and logging
2018,Ontario,1131.0,Forestry and logging
2019,Ontario,983.0,Forestry and logging
2020,Ontario,896.0,Forestry and logging
2021,Ontario,957.0,Forestry and logging
2022,Ontario,803.0,Forestry and logging
2023,Ontario,816.0,Forestry and logging
2013,Ontario,11.0,"Fishing, hunting and trapping"
2014,Ontario,11.0,"Fishing, hunting and trapping"
2015,Ontario,9.0,"Fishing, hunting and trapping"
2016,Ontario,8.0,"Fishing, hunting and trapping"
2017,Ontario,14.0,"Fishing, hunting and trapping"
2018,Ontario,16.0,"Fishing, hunting and trapping"
2019,Ontario,15.0,"Fishing, hunting and trapping"
2020,Ontario,14.0,"Fishing, hunting and trapping"
2021,Ontario,15.0,"Fishing, hunting and trapping"
2022,Ontario,17.0,"Fishing, hunting and trapping"
2023,Ontario,16.0,"Fishing, hunting and trapping"
2013,Ontario,75.0,Support activities for agriculture and forestry
2014,Ontario,40.0,Support activities for agriculture and forestry
2015,Ontario,60.0,Support activities for agriculture and forestry
2016,Ontario,67.0,Support activities for agriculture and forestry
2017,Ontario,74.0,Support activities for agriculture and forestry
2018,Ontario,72.0,Support activities for agriculture and forestry
2019,Ontario,74.0,Support activities for agriculture and forestry
2020,Ontario,62.0,Support activities for agriculture and forestry
2021,Ontario,202.0,Support activities for agriculture and forestry
2022,Ontario,253.0,Support activities for agriculture and forestry
2023,Ontario,255.0,Support activities for agriculture and forestry
2013,Ontario,2131.0,Oil and gas extraction
2014,Ontario,2103.0,Oil and gas extraction
2015,Ontario,2021.0,Oil and gas extraction
2016,Ontario,2090.0,Oil and gas extraction
2017,Ontario,1933.0,Oil and gas extraction
2018,Ontario,1994.0,Oil and gas extraction
2019,Ontario,2052.0,Oil and gas extraction
2020,Ontario,1964.0,Oil and gas extraction
2021,Ontario,1978.0,Oil and gas extraction
2022,Ontario,1943.0,Oil and gas extraction
2023,Ontario,1999.0,Oil and gas extraction
2013,Ontario,13.0,Coal mining
2014,Ontario,12.0,Coal mining
2015,Ontario,8.0,Coal mining
2016,Ontario,7.0,Coal mining
2017,Ontario,17.0,Coal mining
2018,Ontario,21.0,Coal mining
2019,Ontario,22.0,Coal mining
2020,Ontario,20.0,Coal mining
2021,Ontario,21.0,Coal mining
2022,Ontario,22.0,Coal mining
2023,Ontario,22.0,Coal mining
2013,Ontario,517.0,Metal ore mining
2014,Ontario,626.0,Metal ore mining
2015,Ontario,715.0,Metal ore mining
2016,Ontario,578.0,Metal ore mining
2017,Ontario,850.0,Metal ore mining
2018,Ontario,817.0,Metal ore mining
2019,Ontario,878.0,Metal ore mining
2020,Ontario,799.0,Metal ore mining
2021,Ontario,690.0,Metal ore mining
2022,Ontario,663.0,Metal ore mining
2023,Ontario,645.0,Metal ore mining
2013,Ontario,282.0,Non-metallic mineral mining and quarrying
2014,Ontario,265.0,Non-metallic mineral mining and quarrying
2015,Ontario,330.0,Non-metallic mineral mining and quarrying
2016,Ontario,334.0,Non-metallic mineral mining and quarrying
2017,Ontario,373.0,Non-metallic mineral mining and quarrying
2018,Ontario,371.0,Non-metallic mineral mining and quarrying
2019,Ontario,318.0,Non-metallic mineral mining and quarrying
2020,Ontario,347.0,Non-metallic mineral mining and quarrying
2021,Ontario,349.0,Non-metallic mineral mining and quarrying
2022,Ontario,331.0,Non-metallic mineral mining and quarrying
2023,Ontario,305.0,Non-metallic mineral mining and quarrying
2013,Ontario,613.0,Support activities for mining and oil and gas extraction
2014,Ontario,530.0,Support activities for mining and oil and gas extraction
2015,Ontario,402.0,Support activities for mining and oil and gas extraction
2016,Ontario,595.0,Support activities for mining and oil and gas extraction
2017,Ontario,446.0,Support activities for mining and oil and gas extraction
2018,Ontario,446.0,Support activities for mining and oil and gas extraction
2019,Ontario,434.0,Support activities for mining and oil and gas extraction
2020,Ontario,351.0,Support activities for mining and oil and gas extraction
2021,Ontario,507.0,Support activities for mining and oil and gas extraction
2022,Ontario,734.0,Support activities for mining and oil and gas extraction
2023,Ontario,648.0,Support activities for mining and oil and gas extraction
2013,Ontario,10580.0,"Electric power generation, transmission and distribution"
2014,Ontario,6902.0,"Electric power generation, transmission and distribution"
2015,Ontario,6913.0,"Electric power generation, transmission and distribution"
2016,Ontario,6108.0,"Electric power generation, transmission and distribution"
2017,Ontario,3086.0,"Electric power generation, transmission and distribution"
2018,Ontario,4665.0,"Electric power generation, transmission and distribution"
2019,Ontario,4327.0,"Electric power generation, transmission and distribution"
2020,Ontario,5267.0,"Electric power generation, transmission and distribution"
2021,Ontario,6070.0,"Electric power generation, transmission and distribution"
2022,Ontario,7148.0,"Electric power generation, transmission and distribution"
2023,Ontario,8604.0,"Electric power generation, transmission and distribution"
2013,Ontario,409.0,"Natural gas distribution, water, sewage and other systems"
2014,Ontario,422.0,"Natural gas distribution, water, sewage and other systems"
2015,Ontario,547.0,"Natural gas distribution, water, sewage and other systems"
2016,Ontario,571.0,"Natural gas distribution, water, sewage and other systems"
2017,Ontario,669.0,"Natural gas distribution, water, sewage and other systems"
2018,Ontario,804.0,"Natural gas distribution, water, sewage and other systems"
2019,Ontario,882.0,"Natural gas distribution, water, sewage and other systems"
2020,Ontario,1002.0,"Natural gas distribution, water, sewage and other systems"
2021,Ontario,778.0,"Natural gas distribution, water, sewage and other systems"
2022,Ontario,778.0,"Natural gas distribution, water, sewage and other systems"
2023,Ontario,767.0,"Natural gas distribution, water, sewage and other systems"
2013,Ontario,581.0,Residential building construction
2014,Ontario,529.0,Residential building construction
2015,Ontario,711.0,Residential building construction
2016,Ontario,801.0,Residential building construction
2017,Ontario,884.0,Residential building construction
2018,Ontario,820.0,Residential building construction
2019,Ontario,813.0,Residential building construction
2020,Ontario,765.0,Residential building construction
2021,Ontario,804.0,Residential building construction
2022,Ontario,852.0,Residential building construction
2023,Ontario,839.0,Residential building construction
2013,Ontario,174.0,Non-residential building construction
2014,Ontario,150.0,Non-residential building construction
2015,Ontario,234.0,Non-residential building construction
2016,Ontario,231.0,Non-residential building construction
2017,Ontario,279.0,Non-residential building construction
2018,Ontario,269.0,Non-residential building construction
2019,Ontario,265.0,Non-residential building construction
2020,Ontario,176.0,Non-residential building construction
2021,Ontario,158.0,Non-residential building construction
2022,Ontario,180.0,Non-residential building construction
2023,Ontario,177.0,Non-residential building construction
2013,Ontario,519.0,Transportation engineering construction
2014,Ontario,407.0,Transportation engineering construction
2015,Ontario,636.0,Transportation engineering construction
2016,Ontario,618.0,Transportation engineering construction
2017,Ontario,769.0,Transportation engineering construction
2018,Ontario,712.0,Transportation engineering construction
2019,Ontario,641.0,Transportation engineering construction
2020,Ontario,487.0,Transportation engineering construction
2021,Ontario,475.0,Transportation engineering construction
2022,Ontario,522.0,Transportation engineering construction
2023,Ontario,509.0,Transportation engineering construction
2013,Ontario,89.0,Oil and gas engineering construction
2014,Ontario,86.0,Oil and gas engineering construction
2015,Ontario,126.0,Oil and gas engineering construction
2016,Ontario,120.0,Oil and gas engineering construction
2017,Ontario,129.0,Oil and gas engineering construction
2018,Ontario,109.0,Oil and gas engineering construction
2019,Ontario,125.0,Oil and gas engineering construction
2020,Ontario,101.0,Oil and gas engineering construction
2021,Ontario,111.0,Oil and gas engineering construction
2022,Ontario,115.0,Oil and gas engineering construction
2023,Ontario,110.0,Oil and gas engineering construction
2013,Ontario,210.0,Electric power engineering construction
2014,Ontario,226.0,Electric power engineering construction
2015,Ontario,335.0,Electric power engineering construction
2016,Ontario,285.0,Electric power engineering construction
2017,Ontario,242.0,Electric power engineering construction
2018,Ontario,364.0,Electric power engineering construction
2019,Ontario,364.0,Electric power engineering construction
2020,Ontario,239.0,Electric power engineering construction
2021,Ontario,215.0,Electric power engineering construction
2022,Ontario,235.0,Electric power engineering construction
2023,Ontario,229.0,Electric power engineering construction
2013,Ontario,54.0,Communication engineering construction
2014,Ontario,165.0,Communication engineering construction
2015,Ontario,213.0,Communication engineering construction
2016,Ontario,289.0,Communication engineering construction
2017,Ontario,286.0,Communication engineering construction
2018,Ontario,284.0,Communication engineering construction
2019,Ontario,250.0,Communication engineering construction
2020,Ontario,166.0,Communication engineering construction
2021,Ontario,151.0,Communication engineering construction
2022,Ontario,160.0,Communication engineering construction
2023,Ontario,154.0,Communication engineering construction
2013,Ontario,281.0,Other engineering construction
2014,Ontario,233.0,Other engineering construction
2015,Ontario,368.0,Other engineering construction
2016,Ontario,407.0,Other engineering construction
2017,Ontario,374.0,Other engineering construction
2018,Ontario,386.0,Other engineering construction
2019,Ontario,377.0,Other engineering construction
2020,Ontario,372.0,Other engineering construction
2021,Ontario,329.0,Other engineering construction
2022,Ontario,361.0,Other engineering construction
2023,Ontario,349.0,Other engineering construction
2013,Ontario,125.0,Repair construction
2014,Ontario,97.0,Repair construction
2015,Ontario,143.0,Repair construction
2016,Ontario,155.0,Repair construction
2017,Ontario,183.0,Repair construction
2018,Ontario,200.0,Repair construction
2019,Ontario,216.0,Repair construction
2020,Ontario,175.0,Repair construction
2021,Ontario,170.0,Repair construction
2022,Ontario,186.0,Repair construction
2023,Ontario,181.0,Repair construction
2013,Ontario,121.0,Other activities of the construction industry
2014,Ontario,115.0,Other activities of the construction industry
2015,Ontario,149.0,Other activities of the construction industry
2016,Ontario,140.0,Other activities of the construction industry
2017,Ontario,154.0,Other activities of the construction industry
2018,Ontario,155.0,Other activities of the construction industry
2019,Ontario,154.0,Other activities of the construction industry
2020,Ontario,102.0,Other activities of the construction industry
2021,Ontario,102.0,Other activities of the construction industry
2022,Ontario,109.0,Other activities of the construction industry
2023,Ontario,108.0,Other activities of the construction industry
2013,Ontario,87.0,Animal food manufacturing
2014,Ontario,70.0,Animal food manufacturing
2015,Ontario,103.0,Animal food manufacturing
2016,Ontario,103.0,Animal food manufacturing
2017,Ontario,88.0,Animal food manufacturing
2018,Ontario,91.0,Animal food manufacturing
2019,Ontario,91.0,Animal food manufacturing
2020,Ontario,109.0,Animal food manufacturing
2021,Ontario,104.0,Animal food manufacturing
2022,Ontario,114.0,Animal food manufacturing
2023,Ontario,118.0,Animal food manufacturing
2013,Ontario,108.0,Sugar and confectionery product manufacturing
2014,Ontario,96.0,Sugar and confectionery product manufacturing
2015,Ontario,35.0,Sugar and confectionery product manufacturing
2016,Ontario,92.0,Sugar and confectionery product manufacturing
2017,Ontario,91.0,Sugar and confectionery product manufacturing
2018,Ontario,195.0,Sugar and confectionery product manufacturing
2019,Ontario,226.0,Sugar and confectionery product manufacturing
2020,Ontario,185.0,Sugar and confectionery product manufacturing
2021,Ontario,235.0,Sugar and confectionery product manufacturing
2022,Ontario,237.0,Sugar and confectionery product manufacturing
2023,Ontario,323.0,Sugar and confectionery product manufacturing
2013,Ontario,224.0,Fruit and vegetable preserving and specialty food manufacturing
2014,Ontario,163.0,Fruit and vegetable preserving and specialty food manufacturing
2015,Ontario,180.0,Fruit and vegetable preserving and specialty food manufacturing
2016,Ontario,178.0,Fruit and vegetable preserving and specialty food manufacturing
2017,Ontario,232.0,Fruit and vegetable preserving and specialty food manufacturing
2018,Ontario,251.0,Fruit and vegetable preserving and specialty food manufacturing
2019,Ontario,194.0,Fruit and vegetable preserving and specialty food manufacturing
2020,Ontario,191.0,Fruit and vegetable preserving and specialty food manufacturing
2021,Ontario,178.0,Fruit and vegetable preserving and specialty food manufacturing
2022,Ontario,201.0,Fruit and vegetable preserving and specialty food manufacturing
2023,Ontario,194.0,Fruit and vegetable preserving and specialty food manufacturing
2013,Ontario,162.0,Dairy product manufacturing
2014,Ontario,123.0,Dairy product manufacturing
2015,Ontario,168.0,Dairy product manufacturing
2016,Ontario,121.0,Dairy product manufacturing
2017,Ontario,155.0,Dairy product manufacturing
2018,Ontario,185.0,Dairy product manufacturing
2019,Ontario,208.0,Dairy product manufacturing
2020,Ontario,209.0,Dairy product manufacturing
2021,Ontario,221.0,Dairy product manufacturing
2022,Ontario,277.0,Dairy product manufacturing
2023,Ontario,273.0,Dairy product manufacturing
2013,Ontario,279.0,Meat product manufacturing
2014,Ontario,322.0,Meat product manufacturing
2015,Ontario,311.0,Meat product manufacturing
2016,Ontario,357.0,Meat product manufacturing
2017,Ontario,351.0,Meat product manufacturing
2018,Ontario,352.0,Meat product manufacturing
2019,Ontario,393.0,Meat product manufacturing
2020,Ontario,391.0,Meat product manufacturing
2021,Ontario,406.0,Meat product manufacturing
2022,Ontario,397.0,Meat product manufacturing
2023,Ontario,390.0,Meat product manufacturing
2013,Ontario,3.0,Seafood product preparation and packaging
2014,Ontario,3.0,Seafood product preparation and packaging
2015,Ontario,4.0,Seafood product preparation and packaging
2016,Ontario,5.0,Seafood product preparation and packaging
2017,Ontario,7.0,Seafood product preparation and packaging
2018,Ontario,7.0,Seafood product preparation and packaging
2019,Ontario,6.0,Seafood product preparation and packaging
2020,Ontario,5.0,Seafood product preparation and packaging
2021,Ontario,5.0,Seafood product preparation and packaging
2022,Ontario,5.0,Seafood product preparation and packaging
2023,Ontario,5.0,Seafood product preparation and packaging
2013,Ontario,869.0,Miscellaneous food manufacturing
2014,Ontario,763.0,Miscellaneous food manufacturing
2015,Ontario,942.0,Miscellaneous food manufacturing
2016,Ontario,738.0,Miscellaneous food manufacturing
2017,Ontario,822.0,Miscellaneous food manufacturing
2018,Ontario,865.0,Miscellaneous food manufacturing
2019,Ontario,895.0,Miscellaneous food manufacturing
2020,Ontario,826.0,Miscellaneous food manufacturing
2021,Ontario,829.0,Miscellaneous food manufacturing
2022,Ontario,894.0,Miscellaneous food manufacturing
2023,Ontario,901.0,Miscellaneous food manufacturing
2013,Ontario,68.0,Soft drink and ice manufacturing
2014,Ontario,50.0,Soft drink and ice manufacturing
2015,Ontario,58.0,Soft drink and ice manufacturing
2016,Ontario,66.0,Soft drink and ice manufacturing
2017,Ontario,81.0,Soft drink and ice manufacturing
2018,Ontario,63.0,Soft drink and ice manufacturing
2019,Ontario,50.0,Soft drink and ice manufacturing
2020,Ontario,51.0,Soft drink and ice manufacturing
2021,Ontario,58.0,Soft drink and ice manufacturing
2022,Ontario,65.0,Soft drink and ice manufacturing
2023,Ontario,63.0,Soft drink and ice manufacturing
2013,Ontario,117.0,Breweries
2014,Ontario,179.0,Breweries
2015,Ontario,198.0,Breweries
2016,Ontario,200.0,Breweries
2017,Ontario,284.0,Breweries
2018,Ontario,167.0,Breweries
2019,Ontario,162.0,Breweries
2020,Ontario,160.0,Breweries
2021,Ontario,150.0,Breweries
2022,Ontario,137.0,Breweries
2023,Ontario,142.0,Breweries
2013,Ontario,153.0,Wineries and distilleries
2014,Ontario,173.0,Wineries and distilleries
2015,Ontario,143.0,Wineries and distilleries
2016,Ontario,117.0,Wineries and distilleries
2017,Ontario,129.0,Wineries and distilleries
2018,Ontario,148.0,Wineries and distilleries
2019,Ontario,82.0,Wineries and distilleries
2020,Ontario,85.0,Wineries and distilleries
2021,Ontario,83.0,Wineries and distilleries
2022,Ontario,80.0,Wineries and distilleries
2023,Ontario,76.0,Wineries and distilleries
2013,Ontario,7.0,Tobacco manufacturing
2014,Ontario,6.0,Tobacco manufacturing
2015,Ontario,11.0,Tobacco manufacturing
2016,Ontario,16.0,Tobacco manufacturing
2017,Ontario,17.0,Tobacco manufacturing
2018,Ontario,12.0,Tobacco manufacturing
2019,Ontario,12.0,Tobacco manufacturing
2020,Ontario,12.0,Tobacco manufacturing
2021,Ontario,30.0,Tobacco manufacturing
2022,Ontario,31.0,Tobacco and cannabis product manufacturing
2023,Ontario,31.0,Tobacco and cannabis product manufacturing
2013,Ontario,85.0,Textile and textile product mills
2014,Ontario,63.0,Textile and textile product mills
2015,Ontario,85.0,Textile and textile product mills
2016,Ontario,65.0,Textile and textile product mills
2017,Ontario,70.0,Textile and textile product mills
2018,Ontario,82.0,Textile and textile product mills
2019,Ontario,71.0,Textile and textile product mills
2020,Ontario,72.0,Textile and textile product mills
2021,Ontario,74.0,Textile and textile product mills
2022,Ontario,68.0,Textile and textile product mills
2023,Ontario,67.0,Textile and textile product mills
2013,Ontario,13.0,Clothing and leather and allied product manufacturing
2014,Ontario,14.0,Clothing and leather and allied product manufacturing
2015,Ontario,16.0,Clothing and leather and allied product manufacturing
2016,Ontario,24.0,Clothing and leather and allied product manufacturing
2017,Ontario,11.0,Clothing and leather and allied product manufacturing
2018,Ontario,19.0,Clothing and leather and allied product manufacturing
2019,Ontario,21.0,Clothing and leather and allied product manufacturing
2020,Ontario,16.0,Clothing and leather and allied product manufacturing
2021,Ontario,18.0,Clothing and leather and allied product manufacturing
2022,Ontario,19.0,Clothing and leather and allied product manufacturing
2023,Ontario,19.0,Clothing and leather and allied product manufacturing
2013,Ontario,1673.0,Wood product manufacturing
2014,Ontario,2867.0,Wood product manufacturing
2015,Ontario,1833.0,Wood product manufacturing
2016,Ontario,940.0,Wood product manufacturing
2017,Ontario,1931.0,Wood product manufacturing
2018,Ontario,1774.0,Wood product manufacturing
2019,Ontario,1679.0,Wood product manufacturing
2020,Ontario,1591.0,Wood product manufacturing
2021,Ontario,1299.0,Wood product manufacturing
2022,Ontario,1053.0,Wood product manufacturing
2023,Ontario,1220.0,Wood product manufacturing
2013,Ontario,6065.0,"Pulp, paper and paperboard mills"
2014,Ontario,5422.0,"Pulp, paper and paperboard mills"
2015,Ontario,5655.0,"Pulp, paper and paperboard mills"
2016,Ontario,5071.0,"Pulp, paper and paperboard mills"
2017,Ontario,5210.0,"Pulp, paper and paperboard mills"
2018,Ontario,4864.0,"Pulp, paper and paperboard mills"
2019,Ontario,4542.0,"Pulp, paper and paperboard mills"
2020,Ontario,4492.0,"Pulp, paper and paperboard mills"
2021,Ontario,4555.0,"Pulp, paper and paperboard mills"
2022,Ontario,4283.0,"Pulp, paper and paperboard mills"
2023,Ontario,3773.0,"Pulp, paper and paperboard mills"
2013,Ontario,277.0,Converted paper product manufacturing
2014,Ontario,341.0,Converted paper product manufacturing
2015,Ontario,169.0,Converted paper product manufacturing
2016,Ontario,219.0,Converted paper product manufacturing
2017,Ontario,269.0,Converted paper product manufacturing
2018,Ontario,282.0,Converted paper product manufacturing
2019,Ontario,280.0,Converted paper product manufacturing
2020,Ontario,259.0,Converted paper product manufacturing
2021,Ontario,300.0,Converted paper product manufacturing
2022,Ontario,309.0,Converted paper product manufacturing
2023,Ontario,278.0,Converted paper product manufacturing
2013,Ontario,111.0,Printing and related support activities
2014,Ontario,104.0,Printing and related support activities
2015,Ontario,150.0,Printing and related support activities
2016,Ontario,170.0,Printing and related support activities
2017,Ontario,163.0,Printing and related support activities
2018,Ontario,179.0,Printing and related support activities
2019,Ontario,149.0,Printing and related support activities
2020,Ontario,125.0,Printing and related support activities
2021,Ontario,94.0,Printing and related support activities
2022,Ontario,95.0,Printing and related support activities
2023,Ontario,93.0,Printing and related support activities
2013,Ontario,7426.0,Petroleum and coal product manufacturing
2014,Ontario,7610.0,Petroleum and coal product manufacturing
2015,Ontario,7149.0,Petroleum and coal product manufacturing
2016,Ontario,7193.0,Petroleum and coal product manufacturing
2017,Ontario,4814.0,Petroleum and coal product manufacturing
2018,Ontario,5368.0,Petroleum and coal product manufacturing
2019,Ontario,6051.0,Petroleum and coal product manufacturing
2020,Ontario,5866.0,Petroleum and coal product manufacturing
2021,Ontario,6205.0,Petroleum and coal product manufacturing
2022,Ontario,6605.0,Petroleum and coal product manufacturing
2023,Ontario,6622.0,Petroleum and coal product manufacturing
2013,Ontario,4680.0,Basic chemical manufacturing
2014,Ontario,4364.0,Basic chemical manufacturing
2015,Ontario,5024.0,Basic chemical manufacturing
2016,Ontario,4697.0,Basic chemical manufacturing
2017,Ontario,3593.0,Basic chemical manufacturing
2018,Ontario,3737.0,Basic chemical manufacturing
2019,Ontario,3787.0,Basic chemical manufacturing
2020,Ontario,3879.0,Basic chemical manufacturing
2021,Ontario,4083.0,Basic chemical manufacturing
2022,Ontario,3555.0,Basic chemical manufacturing
2023,Ontario,3673.0,Basic chemical manufacturing
2013,Ontario,1120.0,"Pesticide, fertilizer and other agricultural chemical manufacturing"
2014,Ontario,1138.0,"Pesticide, fertilizer and other agricultural chemical manufacturing"
2015,Ontario,945.0,"Pesticide, fertilizer and other agricultural chemical manufacturing"
2016,Ontario,1173.0,"Pesticide, fertilizer and other agricultural chemical manufacturing"
2017,Ontario,1108.0,"Pesticide, fertilizer and other agricultural chemical manufacturing"
2018,Ontario,437.0,"Pesticide, fertilizer and other agricultural chemical manufacturing"
2019,Ontario,472.0,"Pesticide, fertilizer and other agricultural chemical manufacturing"
2020,Ontario,381.0,"Pesticide, fertilizer and other agricultural chemical manufacturing"
2021,Ontario,486.0,"Pesticide, fertilizer and other agricultural chemical manufacturing"
2022,Ontario,608.0,"Pesticide, fertilizer and other agricultural chemical manufacturing"
2023,Ontario,656.0,"Pesticide, fertilizer and other agricultural chemical manufacturing"
2013,Ontario,121.0,Pharmaceutical and medicine manufacturing
2014,Ontario,176.0,Pharmaceutical and medicine manufacturing
2015,Ontario,162.0,Pharmaceutical and medicine manufacturing
2016,Ontario,326.0,Pharmaceutical and medicine manufacturing
2017,Ontario,176.0,Pharmaceutical and medicine manufacturing
2018,Ontario,166.0,Pharmaceutical and medicine manufacturing
2019,Ontario,176.0,Pharmaceutical and medicine manufacturing
2020,Ontario,183.0,Pharmaceutical and medicine manufacturing
2021,Ontario,179.0,Pharmaceutical and medicine manufacturing
2022,Ontario,168.0,Pharmaceutical and medicine manufacturing
2023,Ontario,199.0,Pharmaceutical and medicine manufacturing
2013,Ontario,579.0,Miscellaneous chemical product manufacturing
2014,Ontario,549.0,Miscellaneous chemical product manufacturing
2015,Ontario,664.0,Miscellaneous chemical product manufacturing
2016,Ontario,595.0,Miscellaneous chemical product manufacturing
2017,Ontario,670.0,Miscellaneous chemical product manufacturing
2018,Ontario,706.0,Miscellaneous chemical product manufacturing
2019,Ontario,664.0,Miscellaneous chemical product manufacturing
2020,Ontario,606.0,Miscellaneous chemical product manufacturing
2021,Ontario,698.0,Miscellaneous chemical product manufacturing
2022,Ontario,672.0,Miscellaneous chemical product manufacturing
2023,Ontario,630.0,Miscellaneous chemical product manufacturing
2013,Ontario,342.0,Plastic product manufacturing
2014,Ontario,377.0,Plastic product manufacturing
2015,Ontario,360.0,Plastic product manufacturing
2016,Ontario,338.0,Plastic product manufacturing
2017,Ontario,425.0,Plastic product manufacturing
2018,Ontario,308.0,Plastic product manufacturing
2019,Ontario,331.0,Plastic product manufacturing
2020,Ontario,320.0,Plastic product manufacturing
2021,Ontario,337.0,Plastic product manufacturing
2022,Ontario,397.0,Plastic product manufacturing
2023,Ontario,390.0,Plastic product manufacturing
2013,Ontario,64.0,Rubber product manufacturing
2014,Ontario,78.0,Rubber product manufacturing
2015,Ontario,83.0,Rubber product manufacturing
2016,Ontario,76.0,Rubber product manufacturing
2017,Ontario,79.0,Rubber product manufacturing
2018,Ontario,70.0,Rubber product manufacturing
2019,Ontario,69.0,Rubber product manufacturing
2020,Ontario,57.0,Rubber product manufacturing
2021,Ontario,60.0,Rubber product manufacturing
2022,Ontario,70.0,Rubber product manufacturing
2023,Ontario,69.0,Rubber product manufacturing
2013,Ontario,1334.0,Non-metallic mineral product manufacturing (except cement and concrete products)
2014,Ontario,1240.0,Non-metallic mineral product manufacturing (except cement and concrete products)
2015,Ontario,1386.0,Non-metallic mineral product manufacturing (except cement and concrete products)
2016,Ontario,1253.0,Non-metallic mineral product manufacturing (except cement and concrete products)
2017,Ontario,1309.0,Non-metallic mineral product manufacturing (except cement and concrete products)
2018,Ontario,1141.0,Non-metallic mineral product manufacturing (except cement and concrete products)
2019,Ontario,1187.0,Non-metallic mineral product manufacturing (except cement and concrete products)
2020,Ontario,1139.0,Non-metallic mineral product manufacturing (except cement and concrete products)
2021,Ontario,1229.0,Non-metallic mineral product manufacturing (except cement and concrete products)
2022,Ontario,1341.0,Non-metallic mineral product manufacturing (except cement and concrete products)
2023,Ontario,1159.0,Non-metallic mineral product manufacturing (except cement and concrete products)
2013,Ontario,4297.0,Cement and concrete product manufacturing
2014,Ontario,4561.0,Cement and concrete product manufacturing
2015,Ontario,4126.0,Cement and concrete product manufacturing
2016,Ontario,4141.0,Cement and concrete product manufacturing
2017,Ontario,4520.0,Cement and concrete product manufacturing
2018,Ontario,4360.0,Cement and concrete product manufacturing
2019,Ontario,4358.0,Cement and concrete product manufacturing
2020,Ontario,4430.0,Cement and concrete product manufacturing
2021,Ontario,4560.0,Cement and concrete product manufacturing
2022,Ontario,4336.0,Cement and concrete product manufacturing
2023,Ontario,4177.0,Cement and concrete product manufacturing
2013,Ontario,14296.0,Primary metal manufacturing
2014,Ontario,15352.0,Primary metal manufacturing
2015,Ontario,14632.0,Primary metal manufacturing
2016,Ontario,15582.0,Primary metal manufacturing
2017,Ontario,15374.0,Primary metal manufacturing
2018,Ontario,16454.0,Primary metal manufacturing
2019,Ontario,15308.0,Primary metal manufacturing
2020,Ontario,13063.0,Primary metal manufacturing
2021,Ontario,14950.0,Primary metal manufacturing
2022,Ontario,14085.0,Primary metal manufacturing
2023,Ontario,14843.0,Primary metal manufacturing
2013,Ontario,883.0,Fabricated metal product manufacturing
2014,Ontario,696.0,Fabricated metal product manufacturing
2015,Ontario,639.0,Fabricated metal product manufacturing
2016,Ontario,774.0,Fabricated metal product manufacturing
2017,Ontario,815.0,Fabricated metal product manufacturing
2018,Ontario,852.0,Fabricated metal product manufacturing
