*Stations2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Definitions_Définitions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*DataSources_SourcesdesDonnées,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
**********Stations2024**********,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAPS_ID,Station_Name,Status,Location_Address,City,Province/Territory_EN,Province/territoire_FR,Postal_Code,Timezone_UTC,Latitude,Longitude,Elevation_m,Start_Date,End_Date,Combined_Stations,Inlet_Height_m,Network,SO2,CO,NO2,NO,NOX,O3,PM2.5_Continuous,PM10_Continuous,PM2.5_RM,PM10_Integrated,PM2.5-10,PM2.5_Speciation,VOC,Carbonyl,PAC,Site_Type,Urbanization,Neighbourhood,Land_Use,Scale,PC,CD,CSD,CMA/CA,AQMS_Airzone,Core_Site
90601,FORT SASKATCHEWAN,1,9209A-96 AVE,FORT SASKATCHEWAN,ALBERTA,ALBERTA,T8L 1E7,-7,53.69874,-113.22285,628,1986-07-01,,90611,5.8,N,X,X,X,X,X,X,X,,,,,X,X,,X,PE,SU,P3,R,N,1546. Fort Saskatchewan,11. Division No. 11,"056. Fort Saskatchewan, CY","835. Edmonton, CMA/RMR",Alberta - North Saskatchewan,
90602,RANGE RD. 220,1,RGE RD 220 & RIVER ROAD,FORT SASKATCHEWAN,ALBERTA,ALBERTA,T8L 4G1,-7,53.75236,-113.12589,625,2004-01-01,,,5,N,X,,X,X,X,,,,,,,,,,,RB,NU,P2,O,R,none,11. Division No. 11,"056. Fort Saskatchewan, CY","835. Edmonton, CMA/RMR",Alberta - North Saskatchewan,
90603,ROSS CREEK,1,100 AVE EAST OF 109ST.,FORT SASKATCHEWAN,ALBERTA,ALBERTA,T8L 0A9,-7,53.71622,-113.19994,620,2004-01-01,,,5,N,X,,X,X,X,,,,,,,,,,,PE,NU,P3,O,N,none,11. Division No. 11,"056. Fort Saskatchewan, CY","835. Edmonton, CMA/RMR",Alberta - North Saskatchewan,
90604,SCOTFORD,0,RGE RD 214 TWP RD 560,FORT SASKATCHEWAN,ALBERTA,ALBERTA,,-7,53.79142,-113.07867,648,2004-01-01,2014-03-31,,,N,X,,,,,,,,,,,,,,,RB,NU,P1,O,R,none,11. Division No. 11,"052. Strathcona County, SM","835. Edmonton, CMA/RMR",Alberta - North Saskatchewan,
90605,STATION 401,0,HWY 636 RGE RD 223,FORT SASKATCHEWAN,ALBERTA,ALBERTA,,-7,53.7107,-113.16461,619,2004-01-01,2010-03-30,,,N,,,X,X,X,,,,,,,,,,,RB,NU,P2,A,R,none,11. Division No. 11,"052. Strathcona County, SM","835. Edmonton, CMA/RMR",Alberta - North Saskatchewan,
90606,BRUDERHEIM,0,,BRUDERHEIM,ALBERTA,ALBERTA,,-7,53.7999878,-112.92781,632,2010-04-07,2016-02-29,90609,,N,X,,X,X,X,X,X,X,,,,,,,,RB,NU,P2,R,R,none,10. Division No. 10,"066. Bruderheim, T","835. Edmonton, CMA/RMR",Alberta - North Saskatchewan,
90607,GIBBONS,1,behind 4807 50 Ave,GIBBONS,ALBERTA,ALBERTA,T0A 1N0,-7,53.827241,-113.327174,673,2016-02-03,,,4.1,N,X,,X,X,X,X,X,,,,,,,,,PE,SU,P2,R,N,1141. Gibbons,11. Division No. 11,"064. Gibbons, T","835. Edmonton, CMA/RMR",Alberta - North Saskatchewan,
90608,REDWATER,1,4704-49 ave,REDWATER,ALBERTA,ALBERTA,T0A 2W0,-7,53.95183,-113.105857,627,2017-10-18,,,4.3,N,X,,X,X,X,X,X,,,,,,,,,PE,SU,P2,R,N,0697. Redwater,11. Division No. 11,"065. Redwater, T","835. Edmonton, CMA/RMR",Alberta - North Saskatchewan,
90609,BRUDERHEIM - 1,1,5321 48 Street,BRUDERHEIM,ALBERTA,ALBERTA,T0B 0S0,-7,53.805629,-112.925851,630,2016-04-01,,90606,4,N,X,,X,X,X,X,X,,,,,,,,,PE,NU,P2,O,N,none,10. Division No. 10,"066. Bruderheim, T","835. Edmonton, CMA/RMR",Alberta - North Saskatchewan,
90701,FORT MCMURRAY - ATHABASCA VALLEY,1,MACDONALD DR.,FORT MCMURRAY,ALBERTA,ALBERTA,T9H 4H1,-7,56.73341,-111.39047,260,1986-07-01,,,4,N,X,X,X,X,X,X,X,,,,,,X,,X,PE,MU,P3,W,N,0292. Fort McMurray,16. Division No. 16,"037. Wood Buffalo, SM","860. Wood Buffalo, CA/AR",Alberta - Lower Athabasca,
90702,FORT MCMURRAY - PATRICIA MCINNES,1,TIMBERLEA SUBDIVISION,FORT MCMURRAY,ALBERTA,ALBERTA,T9K 2H5,-7,56.75139,-111.47662,355,1999-01-01,,,4,N,X,,X,X,X,X,X,,,,,,,,,PE,MU,P3,R,N,0292. Fort McMurray,16. Division No. 16,"037. Wood Buffalo, SM","860. Wood Buffalo, CA/AR",Alberta - Lower Athabasca,
90703,MILLENNIUM MINE,0,,FORT MCMURRAY,ALBERTA,ALBERTA,,-7,56.969267,-111.40065,340,2005-01-01,2015-08-28,,,N,X,,X,X,X,,X,,,,,,,,,PS,NU,P1,I,M,none,16. Division No. 16,"037. Wood Buffalo, SM","860. Wood Buffalo, CA/AR",Alberta - Lower Athabasca,
90801,FORT MCKAY - BERTHA GANTER,1,MAIN STREET,FORT MCKAY,ALBERTA,ALBERTA,,-7,57.18941,-111.6405,268,1991-01-01,,,4,N,X,X,X,X,X,X,X,,,,,,,,,RB,NU,P2,O,R,none,16. Division No. 16,"037. Wood Buffalo, SM","860. Wood Buffalo, CA/AR",Alberta - Lower Athabasca,
90802,LOWER CAMP,1,LOWER CAMP,FORT MCKAY,ALBERTA,ALBERTA,,-7,57.02681,-111.5007,247,2004-01-01,,,4,N,X,,,,,,,,,,,,,,,PS,NU,P1,W,N,none,16. Division No. 16,"037. Wood Buffalo, SM","860. Wood Buffalo, CA/AR",Alberta - Lower Athabasca,
90803,MILDRED LAKE,0,SYNCRUDE AIRSTRIP,FORT MCKAY,ALBERTA,ALBERTA,,-7,57.05,-111.56444,313,2001-01-01,2015-12-31,,4,N,X,,,,,,,,,,,,,,,PS,NU,P1,I,N,none,16. Division No. 16,"037. Wood Buffalo, SM","860. Wood Buffalo, CA/AR",Alberta - Lower Athabasca,
90804,MANNIX,1,MANNIX,FORT MCKAY,ALBERTA,ALBERTA,,-7,56.96791,-111.4824,331,2001-01-01,,,4,N,X,,,,,,,,,,,,,,,PS,NU,P1,I,N,none,16. Division No. 16,"037. Wood Buffalo, SM","860. Wood Buffalo, CA/AR",Alberta - Lower Athabasca,
90805,BUFFALO VIEWPOINT,1,BUFFALO VIEWPOINT,FORT MCKAY,ALBERTA,ALBERTA,,-7,56.99647,-111.59295,336,2001-01-01,,,4,N,X,,X,X,X,X,X,,,,,,,,,PS,NU,P1,F,M,none,16. Division No. 16,"037. Wood Buffalo, SM","860. Wood Buffalo, CA/AR",Alberta - Lower Athabasca,
90806,FORT MCKAY - SOUTH,1,4-13-094-11 W4,FORT MCKAY,ALBERTA,ALBERTA,,-7,57.1492,-111.6424,342,2004-01-01,,,4,N,X,,X,X,X,X,X,,,,,,X,,,RB,NU,P1,F,R,none,16. Division No. 16,"037. Wood Buffalo, SM","860. Wood Buffalo, CA/AR",Alberta - Lower Athabasca,
90807,WAPASU CREEK,1,LOCATED OUSTIDE APPROVAL BOUNDARIES AT PTI CAMP,WAPASU,ALBERTA,ALBERTA,T9H,-7,57.26176,-111.037,429,2015-01-01,,,,N,X,,X,X,X,X,X,,,,,,,,,RB,NU,P1,F,R,none,16. Division No. 16,"037. Wood Buffalo, SM","860. Wood Buffalo, CA/AR",Alberta - Lower Athabasca,
90808,STONY MOUNTAIN,1,1-33-076-08 W4,CONKLIN,ALBERTA,ALBERTA,,-7,55.621408,-111.17269,673,2016-04-01,,,,N,X,X,X,X,X,X,X,,,,,,,,,RB,NU,P1,F,R,none,16. Division No. 16,"037. Wood Buffalo, SM","860. Wood Buffalo, CA/AR",Alberta - Lower Athabasca,
90809,CONKLIN,1,FATHER MERCREDIS TRAIL,CONKLIN,ALBERTA,ALBERTA,,-7,55.632331,-111.078872,562,2022-01-01,,,,N,X,,X,X,X,X,X,,,,,,,,,RB,NU,P1,F,R,none,16. Division No. 16,037.  Wood Buffalo,"860. Wood Buffalo, CA/AR",Alberta - Lower Athabasca,
90901,ROYAL PARK,0,ROYAL PARK,VEGREVILLE,ALBERTA,ALBERTA,,-7,53.57528,-112.19389,656,1993-04-01,2014-12-31,,,N,,,X,X,X,X,X,,,,,,,,,RB,NU,P1,A,R,none,10. Division No. 10,"026. Minburn County No. 27, MD",none,Alberta - North Saskatchewan,
91001,ESTHER,0,ESTHER,ESTHER,ALBERTA,ALBERTA,T0J 1H0,-7,51.66975,-110.20653,707,1994-07-11,2015-11-04,,3,C,,,,,,X,,,,,,,,,,RB,NU,P1,O,R,none,04. Division No.  4,"012. Special Area No. 3, SA",none,Alberta - Red Deer,
91101,ELK ISLAND,1,NATIONAL PARK,ELK ISLAND,ALBERTA,ALBERTA,T8L 4B6,-7,53.68238,-112.86812,714,2002-02-01,,,3,N,X,,X,X,X,X,X,,X,,X,,X,,,RB,NU,P1,W,R,none,10. Division No. 10,"068. Improvement District No. 13 Elk Island, ID",none,Alberta - North Saskatchewan,
91201,HIGHTOWER RIDGE,0,SE 11 54 2 W6,HIGHTOWER RIDGE,ALBERTA,ALBERTA,,-7,53.64675,-118.17837,1500,1997-01-01,2012-07-10,,,N,X,,X,X,X,X,X,X,,,,,X,,,RB,NU,P1,f,R,none,14. Division No. 14,"003. Yellowhead County, MD",none,Alberta - Upper Athabasca,
91301,TOMAHAWK,0,SE 2 51 6 W5,TOMAHAWK,ALBERTA,ALBERTA,,-7,53.37255,-114.76835,789,1997-01-29,2022-09-30,,2,N,X,,X,X,X,X,X,X,,,,,,,,RB,NU,P1,A,R,none,11. Division No. 11,"034. Parkland County, MD","835. Edmonton, CMA/RMR",Alberta - North Saskatchewan,
91401,VIOLET GROVE,0,SE 17 48 08 W5,VIOLET GROVE,ALBERTA,ALBERTA,T0E,-7,53.14222,-115.13806,1000,1997-01-01,2021-08-24,,2,N,X,,X,X,X,X,,,,,,,,,,RB,NU,P1,A,R,none,11. Division No. 11,"032. Brazeau County, MD",none,Alberta - North Saskatchewan,
91501,BEAVERLODGE,1,BEAVERLODGE RESEARCH FARM,BEAVERLODGE,ALBERTA,ALBERTA,T0H 0C0,-7,55.19634,-119.39682,762,1998-01-01,,,4.5,N,X,,X,X,X,X,X,,,,,,,,,RB,NU,P2,A,R,none,19. Division No. 19,"006. Grande Prairie County No. 1, MD",none,Alberta - Peace,
91601,CARROT CREEK,1,SE 31 53 13 W5,CARROT CREEK,ALBERTA,ALBERTA,T0E 0G0,-7,53.621062,-115.869155,800,1998-05-01,,,2,N,X,,X,X,X,X,,,,,,,,,,RB,NU,P1,A,R,none,14. Division No. 14,"003. Yellowhead County, MD",none,Alberta - Upper Athabasca,
91701,STEEPER,1,NE 12 48 22 W5,STEEPER,ALBERTA,ALBERTA,,-7,53.1325,-117.09111,1400,1998-01-01,,,2,N,X,X,X,X,X,X,X,X,,,,,,,,RB,NU,P1,F,R,none,14. Division No. 14,"003. Yellowhead County, MD",none,Alberta - Upper Athabasca,
91801,FORT CHIPEWYAN,1,FORT CHIPEWYAN,FORT CHIPEWYAN,ALBERTA,ALBERTA,T0P 1P0,-7,58.70879,-111.17683,238,1999-01-01,,,2,N,X,X,X,X,X,X,X,,,,,,,,,RB,NU,P1,W,R,none,16. Division No. 16,"037. Wood Buffalo, SM","860. Wood Buffalo, CA/AR",Alberta - Lower Athabasca,
91901,CAROLINE,1,16-30-034-5 W5,CAROLINE,ALBERTA,ALBERTA,T0M 1C0,-7,51.94687,-114.69744,1140,2000-08-05,,,2,N,X,,X,X,X,X,X,,,,,,,,,RB,NU,P1,A,R,none,09. Division No.  9,"002. Clearwater County, MD",none,Alberta - North Saskatchewan,
92001,GRANDE PRAIRIE - HENRY PIRKER,1,10327 - 107 AVENUE,GRANDE PRAIRIE,ALBERTA,ALBERTA,T8V 1M4,-7,55.1766,-118.8078,658,2004-02-01,,,5,N,X,X,X,X,X,X,X,,,,,,,,,PE,MU,P3,R,N,0336. Grande Prairie,19. Division No. 19,"012. Grande Prairie, CY","850. Grande Prairie, CA/AR",Alberta - Peace,
92101,ALBIAN MINE SITE,0,,BITUMOUNT,ALBERTA,ALBERTA,,-7,57.2808,-111.5257,291,2004-01-01,2012-12-31,,,N,X,,X,X,X,,X,,,,,,,,,RB,NU,P1,F,R,none,16. Division No. 16,"037. Wood Buffalo, SM","860. Wood Buffalo, CA/AR",Alberta - Lower Athabasca,
92102,MUSKEG RIVER,0,,BITUMOUNT,ALBERTA,ALBERTA,,-7,57.24933,-111.5085,291,2010-01-01,2015-12-31,,,N,X,,X,X,X,,X,,,,,,,,,RB,NU,P1,O,R,none,16. Division No. 16,"037. Wood Buffalo, SM","860. Wood Buffalo, CA/AR",Alberta - Lower Athabasca,
92201,LAMONT COUNTY,0,RGE RD 203 & TWP RD 550,LAMONT,ALBERTA,ALBERTA,T0B 2R0,-7,53.76036,-112.88017,767,2004-01-01,2022-10-31,,5,N,X,,X,X,X,X,X,X,,,,,,,,RB,NU,P1,O,R,none,10. Division No. 10,"058. Lamont County, MD",none,Alberta - North Saskatchewan,
92202,LAMONT,1,4848 49 street (behind),LAMONT,ALBERTA,ALBERTA,T0B 2R0,-7,53.75733,-112.778,652,2022-11-08,,,,N,X,,X,X,X,X,X,,,,,,,,,PE,SU,P2,R,N,1199. Lamont,10. Division No. 10,"064. Lamont, T",none,Alberta - North Saskatchewan,
92301,REDWATER - INDUSTRIAL,0,"HWY 643, SOUTH of TWP RD 564",REDWATER,ALBERTA,ALBERTA,T0A 2W0,-7,53.84369,-113.09922,631,2004-01-01,2016-12-31,,,N,X,,X,X,X,,X,,,,,,,,,PS,NU,P1,I,N,none,11. Division No. 11,"059. Sturgeon County, MD","835. Edmonton, CMA/RMR",Alberta - North Saskatchewan,
92401,ACME - GRAINGER,0,RANGE ROAD 244,GRAINGER,ALBERTA,ALBERTA,T0M 0L0,-7,51.48377,-113.33185,844,2005-06-09,2005-12-31,,,N,X,,X,X,X,X,,,,,,,,,,RB,NU,P1,A,R,none,05. Division No.  5,"041. Kneehill County, MD",none,Alberta - Red Deer,
92601,BRETON,1,Hwy 20,BRETON,ALBERTA,ALBERTA,T0C 0P0,-7,53.0903,-114.46061,900,2005-04-01,,,5,N,X,,X,X,X,X,,X,,,,,,,,RB,NU,P2,A,R,none,11. Division No. 11,"032. Brazeau County, MD",none,Alberta - North Saskatchewan,
92801,DRAYTON VALLEY,1,48 AVE,DRAYTON VALLEY,ALBERTA,ALBERTA,T7A 1J7,-7,53.220024,-114.984207,858,2005-02-02,,,5,N,X,,X,X,X,X,X,X,,,,,,,,PE,SU,P2,R,U,0237. Drayton Valley,11. Division No. 11,"031. Drayton Valley, T",none,Alberta - North Saskatchewan,
92901,EDSON,1,7 AVE,EDSON,ALBERTA,ALBERTA,T7E 1B5,-7,53.593771,-116.395822,894,2005-01-01,,,,N,X,,X,X,X,X,X,,,,,,,,,PE,SU,P2,I,N,0254. Edson,14. Division No. 14,"024. Edson, T",none,Alberta - Upper Athabasca,
93001,EVERGREEN PARK,0,,GRANDE PRAIRIE,ALBERTA,ALBERTA,,-7,55.1172,-118.7647,645,2005-03-01,2021-10-31,,,N,X,,,,,,X,,,,,,,,,RB,NU,P3,F,R,none,19. Division No. 19,"006. Grande Prairie County No. 1, MD",none,Alberta - Peace,
93005,DUNES,1,705032 Range Rd 60,GRANDE PRAIRIE,ALBERTA,ALBERTA,T8V 3A1,-7,55.10224,-118.77256,660,2022-01-01,,,4m PM2.5; 3.5m SO2,N,X,,,,,,X,,,,,,,,,RB,NU,P2,F,R,none,19. Division No. 19,"006. Grande Prairie County No. 1, MD",none,Alberta - Peace,
93101,GENESEE,1,RANGE ROAD 15,GENESEE,ALBERTA,ALBERTA,T0C 2M0,-7,53.3016,-114.2211,772,2005-01-01,,,,N,X,,X,X,X,X,X,,,,,,,,,RB,NU,P1,A,R,none,11. Division No. 11,"012. Leduc County, MD","835. Edmonton, CMA/RMR",Alberta - North Saskatchewan,
93202,HINTON - DRINNAN,1,PRIVATE ROAD,HINTON,ALBERTA,ALBERTA,T7V 2G3,-7,53.427301,-117.544067,1215,2005-01-01,,,,N,X,,X,X,X,X,X,X,,,,,,,,PE,SU,P2,R,N,0374. Hinton,14. Division No. 14,"019. Hinton, T",none,Alberta - Upper Athabasca,
93205,HINTON - HILLCREST,1,134 SEABOLT DRIVE,HINTON,ALBERTA,ALBERTA,T7V1K2,-7,53.392757,-117.584645,1076,2022-09-01,,,,N,X,,X,X,X,X,X,,,,,,,,,PE,SU,P2,R,N,0374. Hinton,14. Division No. 14,"019. Hinton, T",none,Alberta - Upper Athabasca,
93301,JAMES RIVER - EAST,0,RANGE ROAD 33,CREMONA,ALBERTA,ALBERTA,T0M 0R0,-7,51.5437,-114.361,1045,2005-01-06,2014-12-31,,,N,X,,X,X,X,X,,,,,,,,,,RB,NU,P1,A,R,none,06. Division No.  6,"028. Mountain View County, MD",none,Alberta - Red Deer,
93401,LACOMBE,0,,BEISEKER,ALBERTA,ALBERTA,T0M 0G0,-7,51.2853,-113.4376,850,2005-10-06,2006-01-10,,,N,X,,X,X,X,X,,,,,,,,,,RB,NU,P1,A,R,none,06. Division No.  6,"014. Rocky View County, MD","825. Calgary, CMA/RMR",Alberta - South Saskatchewan,
93501,LIBERTY PARK,0,,PINE LAKE,ALBERTA,ALBERTA,,-7,52.1249,-113.4921,884,2005-02-03,2014-12-31,,,N,X,,X,X,X,X,,,,,,,,,,RB,NU,P1,O,R,none,08. Division No.  8,"001. Red Deer County, MD",none,Alberta - Red Deer,
93601,LIMESTONE MOUNTAIN - RAVEN,0,,ROCKY MOUNTAIN,ALBERTA,ALBERTA,,-7,51.93045,-115.42796,2106,2005-04-07,2005-07-18,,,N,X,,X,X,X,X,,,,,,,,,,RB,NU,P1,O,R,none,09. Division No.  9,"002. Clearwater County, MD",none,Alberta - North Saskatchewan,
93701,MALMO,0,TOWNSHIP ROAD 402,MIRROR,ALBERTA,ALBERTA,T0B 3C0,-7,52.4302,-113.1045,823,2005-03-10,2005-11-08,,,N,X,,X,X,X,X,,,,,,,,,,RB,NU,P1,A,R,none,08. Division No.  8,"022. Lacombe County, MD",none,Alberta - Red Deer,
93801,MEADOWS,1,RANGE ROAD 34,WARBUG,ALBERTA,ALBERTA,T0C 2T0,-7,53.53,-114.6361,753,2005-01-01,,,,N,X,,X,X,X,,,,,,,,,,,RB,NU,P1,O,R,none,11. Division No. 11,"034. Parkland County, MD","835. Edmonton, CMA/RMR",Alberta - North Saskatchewan,
93901,POWER,1,RANGE ROAD 35,THORSBY,ALBERTA,ALBERTA,T0E 0A0,-7,53.633,-114.4199,774,2005-01-01,,,,N,X,,X,X,X,,X,,,,,,,,,RB,NU,P1,A,R,none,13. Division No. 13,"001. Lac Ste. Anne County, MD",none,Alberta - Upper Athabasca,
94001,SMOKY HEIGHTS,1,GOODWIN ROAD,DEBOLT,ALBERTA,ALBERTA,T0H 1B0,-7,55.402658,-118.280945,638,2005-04-01,,,,N,X,,,,,,X,,,,,,,,,RB,NU,P1,A,R,none,19. Division No. 19,"006. Grande Prairie County No. 1, MD",none,Alberta - Peace,
94101,SUNDRE TOWNSITE,0,RANGE ROAD 34,MADDEN,ALBERTA,ALBERTA,T0M 1L0,-7,51.4845,-114.3752,1085,2005-01-01,2005-01-13,,,N,X,,X,X,X,X,,,,,,,,,,RB,NU,P1,A,R,none,06. Division No.  6,"028. Mountain View County, MD",none,Alberta - Red Deer,
94201,WAGNER,0,RANGE ROAD 24,SUNNYBROOK,ALBERTA,ALBERTA,T0C 2M0,-7,53.3845,-114.4086,750,2005-01-01,2009-01-19,,,N,X,,X,X,X,,,,,,,,,,,RB,NU,P1,F,R,none,11. Division No. 11,"034. Parkland County, MD","835. Edmonton, CMA/RMR",Alberta - North Saskatchewan,
94202,WAGNER - 2,1,TOWNSHIP ROAD 514 & RANGE ROAD 33A,SUNNYBROOK,ALBERTA,ALBERTA,T0E 2H0,-7,53.4243,-114.3749,684,2010-01-01,,,,N,X,,X,X,X,,,,,,,,,,,RB,NU,P1,F,R,none,11. Division No. 11,"034. Parkland County, MD","835. Edmonton, CMA/RMR",Alberta - North Saskatchewan,
94301,COLD LAKE - SOUTH,1,15 AVE,COLD LAKE,ALBERTA,ALBERTA,T9M 1T6,-7,54.41401389,-110.2329389,556,2007-01-01,,,,N,X,,X,X,X,X,X,,,,,,,,,PE,SU,P2,R,N,0330. Grand Centre,12. Division No. 12,"002. Cold Lake, CY",none,Alberta - Lower Athabasca,
94401,ST. LINA,1,NORTH OF TOWNSHIP ROAD 604 ON AB-867,ST LINA,ALBERTA,ALBERTA,T0A 2Z0,-7,54.2165,-111.5026,679,2010-01-01,,,,N,X,,X,X,X,X,X,,,,,,,,,RB,NU,P1,F,R,none,12. Division No. 12,"014. St. Paul County No. 19, MD",none,Alberta - North Saskatchewan,
94500,JOUSSARD,1,,JOUSSARD,ALBERTA,ALBERTA,T0G 0V0,-7,55.34625,-115.89975,670,2018-05-29,,,6,C,,,,,,X,,,,,,,,,,RB,NU,P1,F,R,none,17. Division No. 17,"027. Big Lakes County, MD",none,Alberta - Upper Athabasca,
94601,ANZAC,1,264 STONY MOUNTAIN RD.,ANZAC,ALBERTA,ALBERTA,T0P 1J0,-7,56.44928,-111.03722,497,2006-01-23,,,,N,X,,X,X,X,X,X,,,,,,,,,RB,NU,P1,F,R,none,16. Division No. 16,"037. Wood Buffalo, SM","860. Wood Buffalo, CA/AR",Alberta - Lower Athabasca,
94701,JANVIER,1,TEED AVENUE AND NOKOHOO ROAD,JANVIER,ALBERTA,ALBERTA,,-7,55.903242,-110.749744,471,2022-01-01,,,,N,X,,X,X,X,X,X,,,,,,,,,RB,NU,P1,F,R,none,16. Division No. 16,037.  Wood Buffalo,"860. Wood Buffalo, CA/AR",Alberta - Lower Athabasca,
100103,NEW WESTMINSTER,1,SHERBROOKE AND COLUMBIAN STREETS,METRO VANCOUVER - NEW WESTMINSTER,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,V3L 3L5,-8,49.227045,-122.894487,45,2015-11-01,,,,N,,,X,X,X,X,X,,,,,,,,,PE,LU,P6,R,N,0973. Vancouver,15. Greater Vancouver,"029. New Westminster, CY","933. Vancouver, CMA/RMR",British Columbia - Lower Fraser Valley,
100105,VANCOUVER - 739 WEST HASTINGS ST.,0,739 WEST HASTINGS STREET,METRO VANCOUVER - VANCOUVER,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,,-8,49.28557,-123.11412,34,1974-01-01,1975-01-31,,,N,X,X,,,,X,,,,,,,,,,T,LU,P6,C,M,0973. Vancouver,15. Greater Vancouver,"022. Vancouver, CY","933. Vancouver, CMA/RMR",British Columbia - Lower Fraser Valley,
100106,VANCOUVER - 2294 WEST 10TH AVE.,0,2294 WEST 10TH AVENUE,METRO VANCOUVER - VANCOUVER,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,V6K 2H8,-8,49.2625,-123.15611,45,1974-01-01,1986-01-22,,,N,X,X,X,X,X,X,,,,,,,,,,PE,LU,P6,R,N,0973. Vancouver,15. Greater Vancouver,"022. Vancouver, CY","933. Vancouver, CMA/RMR",British Columbia - Lower Fraser Valley,
100108,VANCOUVER - MARPOLE,0,250 WEST 70TH AVENUE,METRO VANCOUVER - VANCOUVER,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,V5X 2X1,-8,49.20972,-123.11389,7,1974-01-01,1993-05-06,,,N,X,X,X,X,X,X,,,,,,,,,,PE,LU,P6,C,N,0973. Vancouver,15. Greater Vancouver,"022. Vancouver, CY","933. Vancouver, CMA/RMR",British Columbia - Lower Fraser Valley,
100109,VANCOUVER - BC HYDRO,0,HORNBY/SMYTHE,METRO VANCOUVER - VANCOUVER,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,,-8,49.28111,-123.12361,41,1975-02-01,1980-03-31,,,N,X,X,X,,,X,,,,,,,,,,T,LU,P6,C,M,0973. Vancouver,15. Greater Vancouver,"022. Vancouver, CY","933. Vancouver, CMA/RMR",British Columbia - Lower Fraser Valley,
100110,BURNABY - KENSINGTON PARK,1,700 HAMMARSKJOLD DRIVE,METRO VANCOUVER - BURNABY,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,V5B 3Z9,-8,49.279214,-122.970707,104,1975-03-01,,,"4.1m SO2, TRS, NO2, CO, O3; 5.4m PM2.5; 5.3m PM10; 12.5m Tair; 13.5m Wspd",N,X,X,X,X,X,X,X,X,,,,,X,,X,T,LU,P4,R,M,0973. Vancouver,15. Greater Vancouver,"025. Burnaby, CY","933. Vancouver, CMA/RMR",British Columbia - Lower Fraser Valley,
100111,PORT MOODY - ROCKY POINT PARK,1,MOODY STREET & ESPLANADE AVENUE,METRO VANCOUVER - PORT MOODY,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,V3H 3R5,-8,49.280893,-122.849291,6,1977-05-25,,,"6m SO2, TRS, NO2, CO, O3; 6.4m PM2.5; 6.2m PM10; 6.1m Carb; 5.6m dichot PM; 5.3m Precip; 11.8m Tair; 12.8m Wspd",N,X,X,X,X,X,X,X,X,X,,X,,X,X,X,PS,LU,P5,W,N,0973. Vancouver,15. Greater Vancouver,"043. Port Moody, CY","933. Vancouver, CMA/RMR",British Columbia - Lower Fraser Valley,2
100112,VANCOUVER - DOWNTOWN,1,ROBSON/HORNBY,METRO VANCOUVER - VANCOUVER,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,V6Z 2C5,-8,49.282272,-123.12188,32,1980-03-25,,,3.8,N,X,X,X,X,X,X,,,,,,,X,,,T,LU,P6,R,MI,0973. Vancouver,15. Greater Vancouver,"022. Vancouver, CY","933. Vancouver, CMA/RMR",British Columbia - Lower Fraser Valley,
100118,VANCOUVER - KITSILANO,0,2550 WEST 10TH AVENUE,METRO VANCOUVER - VANCOUVER,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,V6K 2J6,-8,49.261672,-123.163472,34,1986-11-18,2014-05-21,,"4.5m SO2, NO2, CO, O3; 5.2m PM2.5; 3.8m Precip;",N,X,X,X,X,X,X,X,X,X,,X,,X,,X,T,LU,P6,R,M,0973. Vancouver,15. Greater Vancouver,"022. Vancouver, CY","933. Vancouver, CMA/RMR",British Columbia - Lower Fraser Valley,
100119,BURNABY - SOUTH,1,5455 RUMBLE STREET,METRO VANCOUVER - BURNABY,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,V5J 2B7,-8,49.21519,-122.985666,122,1995-01-01,,,"13.7m SO2, NO2, CO, O3, VOC; 11.7m PM2.5, PM10; 11.5m Carb; 12.2m particulate speciation; 11.8m Dichot PM, 19.3m Tair, 10.3m Precip; 19.9m Wspd",N,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,PE,LU,P6,R,N,0973. Vancouver,15. Greater Vancouver,"025. Burnaby, CY","933. Vancouver, CMA/RMR",British Columbia - Lower Fraser Valley,1
100120,BURNABY - CONFEDERATION PARK,0,PANDORA & ALPHA ST. BURNABY,METRO VANCOUVER - BURNABY,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,,-8,49.28333,-122.99778,80,1982-05-01,1999-08-31,,,N,,,X,X,X,X,,,,,,,,,,PE,LU,P5,R,N,0973. Vancouver,15. Greater Vancouver,"025. Burnaby, CY","933. Vancouver, CMA/RMR",British Columbia - Lower Fraser Valley,
